product_name,product_price,number_of_reviews,product_category,product_source
"HDMI to DVI Adapter Cable, Bi-Directional 1080P HDMI to DVI Adapter Cable",KSh 699,(0),computers-accessories,Local Dispatch
32G 64G 128G USB3.0 high speed USB Flash Drives commercial office flash disk flashdisk flash drive flashdrive  flashdrives flashdisks pendrive pen drive  Computers & Accessories > Data Storage,KSh 479,(7),computers-accessories,Oversea Shipment
u disk usb rotatable Metal Pendrive 2TB 1TB 128GB 64GB 32GB 16GB 8GB USB Flash Drive Memory Stick U Disk 2.0 HP Usb Flash Drives Storage Disk pendrive memory u disk pen 32gb 4GB HP USB Flash Drive,KSh 593,(1),computers-accessories,Oversea Shipment
Creative USB3.0 16G 32G 64G 128G USB flash drives  flash disk flashdisk flash drive flashdrive  flash disks pendrive pendrives pen drive flashdisks flashdrives  Data Storage 16GB 32GB 64GB 128GB,KSh 499,(10),computers-accessories,Oversea Shipment
Samsung Super Fast Dual Car Charger Adapter 45W + 15W Two Port Pd With USB Type C to Type Cable,KSh 880,(0),computers-accessories,Local Dispatch
Smart  2030 Kids Tablet WIFI -4GB RAM 64GB,"KSh 6,500",(15),computers-accessories,Local Dispatch
Colourful LED 2.4G Rechargeable Wireless Mouse,"KSh 1,499",(4),computers-accessories,Local Dispatch
Kenya spot FMACM 5.0 Bluetooth Adapter USB Audio Adapter PC Laptop Wireless Bluetooth Receiver Transmitter 5.0,KSh 399,(43),computers-accessories,Fulfilled By Kilimall
Generic Full Ceramic Screen Protector For Samsung A20,KSh 500,(0),computers-accessories,Local Dispatch
"Pubg Mobile Controller Handle Game Controller,Physical Keys Gaming Finger Sets for PUBG Joystick Metal Mobile Game Artifact",KSh 999,(1),computers-accessories,Oversea Shipment
VEFASONIC Metal USB3.0 Flashdisk 256GB 512GB 32GB 64GB 128GB Flash Drive Memory Stick Pendrive 32G 64G 128G 256G 512G,"KSh 1,259",(4),computers-accessories,Oversea Shipment
S Color 16GB RAM + 512GB ROM 10.1inch FHD IPS 5000mAh Smart Tablet SIM 5G/DUAL-SIM/WIFI/BT 13.0MP + 30.0MP 9V/2A Battery 6000mAh,"KSh 14,999",(26),computers-accessories,Local Dispatch
"USB 3.0 A to A Male Data Cable Compatible with Hard Drive Enclosures, DVD Player, Laptop",KSh 295,(7),computers-accessories,Fulfilled By Kilimall
Rechargeable Wireless Mouse Computer Bluetooth Silent Mouse Ergonomic PC Gamer Mice For MacBook Laptop USB Gaming Mouse,"KSh 1,290",(1),computers-accessories,Oversea Shipment
NBA 2K 19,"KSh 1,300",(0),computers-accessories,Local Dispatch
"Advance Flash Drive Flash Disk 4GB,High-Speed USB performance HIGHLY RELIABLE AND DURABLE",KSh 397,(1),computers-accessories,Local Dispatch
USB 2.0 Hub Multi USB Splitter Ports Hub Use Power Adapter4 Port Multiple Expander Hub with Switch 30CM Cable For Home,KSh 459,(1),computers-accessories,Fulfilled By Kilimall
"Brand new Chuwi CoreBook X 14 3:2 2k super sharp metal ultrabook: 16GB+512GB SSD, 14"" Ultra HD Backlit keyboard Battery 8h & Free Official Win 11 system WiFi6 Bluetooth 5.2","KSh 46,999",(0),computers-accessories,Fulfilled By Kilimall
Seagate 500GB Slim Laptop Hardisk 500GB Silver,"KSh 2,400",(0),computers-accessories,Local Dispatch
HP Laptop Battery For Hp Elitebook Folio 9470 9470m 9480m,"KSh 5,200",(0),computers-accessories,Local Dispatch
ZEIMCLLEG USB3.1 FITplus Flash Drive 256GB 512GB 200MB/s Pendrive Mini USB Memory Stick 256G 512G Pen Drive,"KSh 1,359",(0),computers-accessories,Oversea Shipment
High speed 32G 64G 128G  USB Flash Drives flash disk ultra thin and mini mobile flash drive flashdisk flashdisks  flashdrives flash drive  flash disks pen drive pendrive pendrives  Data Storage,KSh 499,(45),computers-accessories,Oversea Shipment
128G Game Stick GD10 40000 Games 4K TV Portable Retro Video Game Console 2.4G Joystick X2 HDMI Output Handheld Game Player,"KSh 5,460",(1),computers-accessories,Oversea Shipment
"Toshiba Smart Flash Disk , 128GB , Metal 128 GB- Silver The Toshiba Trans Memory USB flash drive makes it simple to store media securely – with a design that's small in size, but big on storage .","KSh 2,497",(0),computers-accessories,Local Dispatch
USB Flash Drive Metal Pendrive 2TB 1TB 128GB 64GB 32GB 16GB 8GB Memory Stick U Disk 2.0 HP Usb Flash Drives Storage Disk Hewlett-Packard HP Flash Drive Flash Drive High speed U Disk,KSh 683,(4),computers-accessories,Oversea Shipment
LENOVO USB 20V-3.25 LAPTOP ADAPTER black,KSh 990,(0),computers-accessories,Local Dispatch
12 inch LCD panel colour Writing Tablet ,KSh 525,(0),computers-accessories,Local Dispatch
Computers Accessories Mouse Pads Cute Cartoon Precision Lock Small Town Pattern Small Mouse Pad,KSh 269,(1),computers-accessories,Fulfilled By Kilimall
New creative whistle high-speed 16G 32G 64G 128G USB flash disks flashdisk flash drive flash disk USB Flash Drives flashdisk FlashDrives Computers & Accessories > Data Storage,KSh 479,(15),computers-accessories,Oversea Shipment
SATA Hard Disk USB 2.0 To SATA 2.5 Inch Hard Disk Adapter Cable,KSh 597,(24),computers-accessories,Local Dispatch
"PS4 Controller Premium Quality Vinyl Case Skin, Protect From Scratches",KSh 939,(0),computers-accessories,Local Dispatch
(KILIMALL CHRISTMAS OFFERS!!!)MACBOOK Pro 2012 Core i5 8GB RAM 500GB HDD LAPTOP FREE WIRELESS MOUSE,"KSh 24,399",(2),computers-accessories,Local Dispatch
Vibration Joystick Wired USB PC Controller For PC Computer Laptop For Windows Vista Black Gamepad,KSh 999,(0),computers-accessories,Oversea Shipment
"DELL LATITUDE 7390 Core i5-8TH GEN 8GB RAM 256GB SSD13.3""SCREEN","KSh 31,000",(1),computers-accessories,Local Dispatch
2 in1 OTG Dual interface type-C USB 3.0 flash drives 32G 64G 128G 256G metal flash drive flash disk flashdisk flash disks flashdrive pen drive pendrive flashdrives flashdisks Memory Flash Disks,KSh 849,(3),computers-accessories,Oversea Shipment
2 In 1 Micro 32GB 64G 128G USB OTG USB Flash disk High Speed Pen Drive usb flash drives flah drive flashdisk  flahdrives flash disks  flahdrive flashdisks pendrive pen drive Data Storage memory stick,KSh 449,(1),computers-accessories,Oversea Shipment
AUDI KEY-LIKE FLASH USB DRIVE 32GB - AUDI key like flash disk 32gb,"KSh 1,699",(0),computers-accessories,Local Dispatch
SCICNCE 3 in 1 Lightning Pendrive 3.0 USB Flash Drive for iPhone/Android/Tablet OTG 256GB 256G 512GB 512G 1TB 1T 2TB 2T with Type-C Adapter Silver,"KSh 1,799",(0),computers-accessories,Oversea Shipment
"SS03XL 933321-855 Battery Hp EliteBook 840 G5 G6, 730 735 740 745 830 846 G5, ZBOOK 14U G6 HSN-I13C-4 HSN-113C-4 932823-421 933321-852 932823-1C1 HSTNN-LB8G HSTNN-IB8C SSO3XL","KSh 3,427",(0),computers-accessories,Local Dispatch
CM03 CM03XL Noyebook Battery for HP EliteBook 840 845 850 855 740 745 750 755 G1 G2 Series Laptop fits CO06 CO06XL Battery Spare 716724-421 717376-001 CM03050XL,"KSh 3,499",(3),computers-accessories,Local Dispatch
Motivational Mouse Pad With Inspirational Quotes Design,KSh 450,(0),computers-accessories,Local Dispatch
"
HP ProBook 8460 8470 6360b 6460b 6465b 6470b 6475b 6560b 6565b 6570b,P/N:HSTNN-LB2F Replacement Laptop Battery","KSh 2,570",(0),computers-accessories,Local Dispatch
New Metal flash disk 32G 64G 128G business gifts creative flash disk flashdisk USB Flash Drives USB Flash Drive Flashdrives U disc pendrive  pendrives flashdisks Data Storage,KSh 499,(0),computers-accessories,Oversea Shipment
Handheld Microphone Mic Bundwin SF-666 Sound Studio Microphone For Computer Chat PC Laptop,"KSh 1,799",(2),computers-accessories,Oversea Shipment
Colour OTG 32G  USB Flash Drives Android High Speed Flash Disk for Mobile Phone and Computer flashdisk flash drive  flashdisks flashdrives USB flash disks pendrive pendrives,KSh 499,(108),computers-accessories,Oversea Shipment
"Lenovo D204 USB 3.0 2-in-1 Card Readers - Ultra-Fast Data Transfer, Dual Slot for TF/SD Cards, Supports Up to 2TB",KSh 557,(5),computers-accessories,Fulfilled By Kilimall
2 In 1 Micro USB OTG 32G 64G 128G USB flash disk High Speed Phone flashdisk usb flash drives flash drive flash disk flashdisks flashdrives pendrive pendrives Data Storage,KSh 449,(85),computers-accessories,Oversea Shipment
Silicone Desktop Keyboard Skin Cover ,KSh 285,(1),computers-accessories,Local Dispatch
Metal 32G USB Flash Drives flash disk pendrive flashdrive flashdisk flash drive flashdrive,KSh 479,(64),computers-accessories,Oversea Shipment
(ANNIVERSARY OFFER) HP PROBOOK 11 G3 | CELERON| 4GB RAM | 128GB SSD |TOUCHSCREEN |X360 REFURBISHED LAPTOP|WINDOWS 10 PRO+FREE MOUSE 2 IN 1 LAPTOP,"KSh 13,999",(2),computers-accessories,Local Dispatch
BT04XL Notebook Battery for HP EliteBook Folio 9470 9470M 9480 9480M Series -Laptop fits BA06 BA06XL BLACK,"KSh 3,399",(1),computers-accessories,Local Dispatch
"Advance Flash Drive Flash Disk 4GB, 8GB, 16GB, 32GB, 64GB, 128GB High-Speed USB performance HIGHLY RELIABLE AND DURABLE",KSh 397,(0),computers-accessories,Local Dispatch
HP EliteBook 840 G3 Core i7 8GB RAM 256GB SSD 14 Inch 6th Gen Win 10,"KSh 26,500",(1),computers-accessories,Local Dispatch
Sandisk OTG USB Flash Drive Flash Disk 32GB high quality durable and affordable-WITH WARRANT,"KSh 1,097",(0),computers-accessories,Local Dispatch
New 32GB 64GB 128G USB Flash Drives USB 2.0 Flash Drive Mini fashion Flash Disk flashdisk flash disks flashdrive Pendrives flashdisks flashdrives Pendrive Computers & Accessories > Data Storage,KSh 449,(134),computers-accessories,Oversea Shipment
[+2 Free OTG Adapters]High speed  USB Flash Drives 16G 32G 64G 128G flash drive flash disk flashdisk flashdrive flashdrives  flashdisks  flash disks pen drive pendrive Memory Card USB Adapte,KSh 479,(3),computers-accessories,Oversea Shipment
Tenda F3 N300 300 Mbps Wireless WiFi Router Tenda router WIFI,"KSh 2,200",(41),computers-accessories,Local Dispatch
PVC high-speed 32G 64G 128G 256G USB Flash Drives flash disk pendrive flashdrive flashdisk flash drive flashdrives flashdisks flash disks pen drive pendrive Memory USB Disk Data Storage 128GB 256GB,KSh 549,(2),computers-accessories,Oversea Shipment
Fast reading and writing speed USB Flash Drives 32G 64G 128G  flash drive flashdrive flash disk flashdisk flash disks flashdrives  flashdisks pen drive pendrive 32GB 64GB 128GB,KSh 579,(7),computers-accessories,Oversea Shipment
"Multipurpose Foam Cleaner, Ideal for Cleaning Laptops, Office Furnture, Car Upholstery, Home Upholstery, Gadgets, Shoes and Metal Equipment",KSh 399,(3),computers-accessories,Local Dispatch
"Dell Monitor 22''Inch Professional Monitor with TFT Screen 1920x1080, with VGA port Refurbished Monitor Computer Peripherals Angle of view  170 degrees.","KSh 6,399",(2),computers-accessories,Local Dispatch
MADDEN NFL 20 PS4,"KSh 1,300",(0),computers-accessories,Local Dispatch
"Cross-border Hot Style V8 Soundcard Broadcast Equipment Suit Computer Phone Trill Game Host Special Microphone Microphone
","KSh 2,365",(0),computers-accessories,Oversea Shipment
Digital To Analog Audio Converter 3 5mm Suitable For TV Audio Digital Coaxial Fiber Optic Analog Output Converter -,KSh 799,(0),computers-accessories,Local Dispatch
"Toshiba Smart Flash Disk , 32GB , Metal 32 GB- Silver The Toshiba Trans Memory  USB flash drive makes it simple to store media securely – with a design that's small in size, but big on storage. Grab y",KSh 799,(5),computers-accessories,Local Dispatch
"Keyboard for HP Elitebook Folio 9470 9470M 9480 9480M High Quality 100% Tested, durable and reliable","KSh 1,992",(1),computers-accessories,Local Dispatch
Sandisk OTG USB 3.0 Flash Disk Drive for Type C Flash Disk,"KSh 1,328",(0),computers-accessories,Local Dispatch
KYOCERA TASKAlfa 356Ci Printer,"KSh 65,000",(0),computers-accessories,Local Dispatch
Mini USB flash drives 32G 64G 128G High Speed flash disk Vehicle music flashdisk flash dirive flashdrive flash disks  flashdisks flashdrives pendrive pendrives,KSh 429,(5),computers-accessories,Oversea Shipment
JC 2 in 1 Rotate colorful flash disks OTG USB drive flashdisks flash drive phones computer Android,KSh 659,(135),computers-accessories,Fulfilled By Kilimall
USB Type C to HDMI Adapter with 4K Support - Type C to HDMI Adapter 4K,"KSh 1,900",(0),computers-accessories,Local Dispatch
Mobile Phone Gaming Fire Button Trigger L1R1 Shooting Controller,KSh 458,(6),computers-accessories,Oversea Shipment
"Bebe Kids learning Tablet Andriod 10 - 4GB 64GB - WiFi, 7 Inch Dual Camera","KSh 6,500",(0),computers-accessories,Local Dispatch
[Core i5+8gb+256gb+14''] Refurbished Lenovo Thinkpad T460 Laptop Core i5 6TH Gen 8GB RAM / 256GB SSD Laptops 14 inch Computer Notebook ,"KSh 15,999",(0),computers-accessories,Local Dispatch
HP Metal 32G 64G 128G USB Flash Drives flash disk business gifts creative flashdisk flash drive pendrive FlashDrive FlashDrives flashdisks pendrives Computers & Accessories > Data Storage >,KSh 449,(4),computers-accessories,Oversea Shipment
2.4G Wireless Laser Pointer Red Laser Presenter LED USB Pen PPT Remote Control For Teaching Conference Powerpoint Presentation,"KSh 1,315",(16),computers-accessories,Local Dispatch
USB to Ethernet Converter USB3.0 to RJ45 Network Adapter 10 100 1000 Mbps for Laptop Phone and Desktop RJ 45,KSh 909,(0),computers-accessories,Local Dispatch
Modio 6000mAH RAM 8GB/ ROM 512GB 10inch Android 11 Dual SIM CARD SLOT 5G TABLET PC Front 5PM Rear 13PM Android 12.0,"KSh 16,500",(2),computers-accessories,Local Dispatch
{ i5 8gb ram 256gb ssd }Touchscreen Refurbished HP ProBook x360 11 G1 EE Intel Core i5 8th Gen 8GB RAM 256GB SSD 11.6 Inch HD Display Refurbished hp Laptop Refurbished Laptops,"KSh 20,199",(0),computers-accessories,Local Dispatch
Uv Light Money Detector Checker Practical Counterfeit Money Tester,KSh 798,(13),computers-accessories,Local Dispatch
Two in one USB Flash Drives 128G 64G 32G  OTG Android  flash disk flashdisk flash drive pendrive flashdisks flashdrives flashdrive Computers & Accessories > Data Storage >,KSh 479,(18),computers-accessories,Oversea Shipment
"Classy 7 inches Smart Kids Learning Tablets Connects to wifi,1024*600 Display, android 12, 6GB +128GB, battery 5000mAh","KSh 5,799",(8),computers-accessories,Local Dispatch
"Bebe B44 Educational Kids Tablet - 7"" - 64GB ROM - 4GB RAM - WiFi - 3000mAh - Blue","KSh 5,999",(0),computers-accessories,Local Dispatch
"Laptop Sleeve Bag, Waterproof Polyester Laptop Carry Case with Pocket, 13 Inch",KSh 999,(8),computers-accessories,Local Dispatch
"Advance USB Flash Drive 64 GB // Disk 64GB For Woofer, Laptop, Home Theater, Smart TV","KSh 1,100",(0),computers-accessories,Local Dispatch
"RJ45 CAT6 Connectors metallic, 20 pcs ","KSh 1,299",(0),computers-accessories,Local Dispatch
Customizable mini 32G flash disk USB Flash Drives Flash Drive Memory Sticks FlashDrive flashdisk flash disks 32GB Pen drive pendrive,KSh 499,(23),computers-accessories,Oversea Shipment
10 INCH ANDROID TABLET- 512G - 8GB - 6000MAH 5G - SIMCARD TABLET + KEYBOARD-MOUSE,"KSh 15,999",(2),computers-accessories,Local Dispatch
LOGITECH M185 Wireless Mouse - Plug And Play,KSh 899,(1),computers-accessories,Local Dispatch
HP Elitebook Folio 9470m 9480M AC Adapter Charger With Power Cable,"KSh 1,149",(11),computers-accessories,Local Dispatch
New 32GB 64GB 128G 256GB USB Flash Drives USB 2.0 Flash Drive Mini fashion Flash Disk flashdisk flash disks flashdrive Pendrives flashdisks flashdrives Pendrive Computers & Accessories > Data Storage,KSh 529,(0),computers-accessories,Oversea Shipment
48V 2A DC G+ Power Adapter Charger with 2 Pin Plug Inlet ,"KSh 3,700",(0),computers-accessories,Local Dispatch
"QUALITY Acer Aspire V5 V5-431 V5-551 V5-571 V5-471G V5-571P V5-571-6726 V5-571Pg-9814 V5-431-4407,Aspire E1 E1-572 E1-510P E1-522 E1-532 E1-470P-6659 battery","KSh 2,790",(0),computers-accessories,Local Dispatch
"Lexar NS100 Internal SSD 128GB, 256GB, 512GB, 1TB, 2TB  Long Lasting Faster performance and more reliable -WITH WARRANT","KSh 3,097",(0),computers-accessories,Local Dispatch
USB 3.0 To SATA 2.5 Inch Hard Disk Drive SSD Adapter Connector Cable Converter,KSh 705,(25),computers-accessories,Local Dispatch
Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,"KSh 19,999",(0),computers-accessories,Local Dispatch
[+2 Free OTG Adapters] Metal waterproof high speed 32G 64G 128G 256G flash disk flash drive flashdisk USB flash disks USB Flash Drives flashdisks flashdrive flashdrives pen drive pendrive 64GB 128GB,KSh 449,(0),computers-accessories,Oversea Shipment
"Modio M32 5G 512GB ROM+8GB RAM 6000mAh Battery  Tablet Keyboard,Mouse,Touch Pen Stylus","KSh 15,999",(0),computers-accessories,Local Dispatch
Creative USB3.0 16G 32G 64G 128G USB flash drives  flash disk flashdisk flash drive flashdrive  flash disks pendrive pendrives pen drive flashdisks flashdrives  Data Storage 16GB 32GB 64GB 128GB,KSh 649,(3),computers-accessories,Oversea Shipment
TR90 Photochromic Eye Glasses Men Women Myopia Eyeglasses Finished Glasses Students Short Sight Eyewear 0 -0.5 -1 -1.25 -1.5 -6,"KSh 1,399",(36),computers-accessories,Oversea Shipment
For UNO Project Super Starter Kit with Tutorial and UNO R3 Compatible with for Arduino IDE,"KSh 6,499",(6),computers-accessories,Oversea Shipment
USB C HUB 3.0 Type C Extender 4 Port Splitter Adapter OTG Docking Station For Phone Macbook Pro 13 15 Air PC Laptop Computer Hub,KSh 520,(0),computers-accessories,Oversea Shipment
Bebe KIDS STUDY TABLET 4GB/128GB UNBREAKABLE SCREEN SIM CARD SLOT,"KSh 7,999",(2),computers-accessories,Local Dispatch
UNO R3 Project Advanced Starter Kit with Tutorial for Arduino,"KSh 3,888",(15),computers-accessories,Oversea Shipment
HP V250W Flash Disk With Clip - 64GB - Silver,KSh 999,(1),computers-accessories,Local Dispatch
1080P Web Camera With Microphone For PC Computer Camera USB Webcan Full HD 1080 P Cam Autofocus Web Can Webcamera,"KSh 1,799",(0),computers-accessories,Oversea Shipment
Biaowang Great Quality Laptop Shoulder Bag/Side Bag.Material: High Quality Oxford Material Measurements: {LxWxH} 29×8×37(cm) Anti-theft with Hidden Pockets Well partitioned With Laptop Compartment,"KSh 1,998",(11),computers-accessories,Local Dispatch
"Bebe 10inch,6000MAH,256GB 6GB KIDS STUDY PLAY TABLET UNBREAKABLE SCREEN FREE WIRELESS GAME PAD","KSh 15,999",(0),computers-accessories,Local Dispatch
Touchscreen {i5 8gb ram + 128gb ssd } Refurbished HP ProBook x360 11 G1 EE Intel Core i5 8th Gen  8GB RAM 128GB SSD 11.6 Inch HD Display Refurbished hp Laptop Refurbished Laptops,"KSh 18,699",(0),computers-accessories,Local Dispatch
"BVOT 4G/5G Universal Portable Pocket Wifi Mifi(Safaricom,Airtel,Telkom)","KSh 5,999",(0),computers-accessories,Local Dispatch
HP EliteBook 820 Laptop Charger With Power Cable,"KSh 1,149",(9),computers-accessories,Local Dispatch
Advance 2GB/4GB/8GB/16GB/32GB/64GB/12G8GB Flash Disk Drive Otg Cable + Free i7S Earpods Gift Bundle,"KSh 1,060",(1),computers-accessories,Local Dispatch
"USB 3.0 TO HDMI ADAPTER
","KSh 1,250",(0),computers-accessories,Local Dispatch
New Two in one type-C phone computer dual-use metal high-speed USB 3.0 flash drives 32G 64G 128G 256G flash drive flash disk flashdisk flash disks flashdrive pen drive pendrive flashdrives flashdisks,KSh 699,(7),computers-accessories,Oversea Shipment
"Tablet Case For Samsung Galaxy Tab S7 FE / Galaxy S7 Plus 12.4'' with S Pen Holder, Shockproof Cover with Clear Back, Auto Wake/Sleep","KSh 2,899",(0),computers-accessories,Oversea Shipment
Wireless Bluetooth 3.0 Tablet Keyboard For Microsoft Surface Pro 3 4 5 6 7 LET Type-C Charging Keyboard For Tablet PC Laptop,"KSh 6,999",(3),computers-accessories,Oversea Shipment
Children's Camera Waterproof 1080P HD Screen Camera Video Toy 8 Million Pixel Kids Cartoon Cute Camera Outdoor Photography kids,"KSh 2,399",(1),computers-accessories,Oversea Shipment
USB 3.0 Cable 5Gbps External Hard Drive Disk HDD Cable For Samsung S5 Note3 Toshiba WD Seagate HDD Data Wire Cables,KSh 499,(1),computers-accessories,Local Dispatch
All Metal 32G 64G 128G 256G USB Flash Drives wholesale price flash disk pendrive pendrives flashdrive flashdisk flash drive flashdrives flashdisks flash disks pen drive pendrive 32GB 64GB 128GB 256GB,KSh 479,(0),computers-accessories,Oversea Shipment
"Advance Smart Compatible 2GB,4GB,8GB,16GB,32GB,64GB,128GB Flash-Disk USB For Laptops, Hoofers,Tvs,decoders, Bluetooth Speakers",KSh 420,(1),computers-accessories,Local Dispatch
Modio KIDS STUDY TABLET 256GB/6GB 4000MAH 5G WITH SIMCARD SLOT,"KSh 7,999",(1),computers-accessories,Local Dispatch
"CLASSIC LAPTOP SKIN/COVER/STICKER, for Laptop size 11"" 13.3"" 14"" 15"" 15.4"" 15.6 Universal Vinyl Skin Sticker Cover.",KSh 700,(1),computers-accessories,Local Dispatch
Wireless Push Treasure Anycast   Mirascreen Apple Andrews Wireless With the Screen Wifi Dongle,"KSh 1,799",(8),computers-accessories,Oversea Shipment
New 2 in 1 Hybrid Rugged Silicon Case For Samsung Galaxy Tab A 7.0/8.0/9.7/10.1/10.5 Inch Tablet Cases SM-T290 SM-T295 Tablet Covers,"KSh 1,899",(8),computers-accessories,Oversea Shipment
"Modio Kids Tablet, crafted with 6GB RAM and 256GB ROM Battery 4000mah SINGLE SIMCARD SLOT","KSh 9,500",(0),computers-accessories,Local Dispatch
"Macbook case, Matte Plastic Hard Case for Macbook 12&quot;/Air 11&quot;/13&quot;/Pro 13&quot;/15”/Pro Retina 13&quot;/15&quot;","KSh 2,299",(15),computers-accessories,Oversea Shipment
Two in one  32G OTG Android USB Flash Drives Flash Disk for Phone Computer flashdisk flash drive flashdrive flash disks 32GB flashdisks flashdrives pendrives pendrive,KSh 449,(124),computers-accessories,Oversea Shipment
Power King 6WAY POWER EXTENSION +4 WAY POWER EXTENSION +2 WAY FREE,KSh 899,(3),computers-accessories,Local Dispatch
"Laptop Charger Adapter For Hp Probook x360 11 G2 EE, 11 G3 EE, 11 G4 EE, 11 G5 EE, 440 G1/ 14-ba175nr","KSh 1,097",(0),computers-accessories,Local Dispatch
Kaspersky Internet Security 3+1 user,"KSh 4,500",(0),computers-accessories,Local Dispatch
Display Port To HDMI Cable Adapter Male To Female Cable,KSh 450,(40),computers-accessories,Local Dispatch
"Universal Case for 9.5""-10.5"" Tablet, Artyond PU Leather Cover Slim Fit Folio Cards Slots Case for All Fire HD 10, iPad 9.7 and More 9.6"" 9.7"" 10.1"" 10.5"" Android iOS Tablet","KSh 1,988",(6),computers-accessories,Oversea Shipment
"Asus small pin Laptop Charger Asus SMALL PIN 19V, 1.75A laptop adapter charger",KSh 997,(3),computers-accessories,Local Dispatch
"VGA to VGA Cable Cable 1.5M, 3M, 5M, 10M, 20M",KSh 287,(2),computers-accessories,Local Dispatch
C5 Cloverleaf 3-Pin Power Cord / UK Type Plug for Laptop Adapter Charger Acer Dell HP Compaq Sony Toshiba Lenovo Acer Asus Samsung - White Fuse,KSh 497,(12),computers-accessories,Local Dispatch
SATA Hard Disk USB 2.0 To SATA 2.5 Inch Hard Disk Adapter Cable,KSh 591,(1),computers-accessories,Local Dispatch
USB 3.0 SATA 2.5 inch HDD Enclosure USB 3.0 Casing,"KSh 1,300",(2),computers-accessories,Local Dispatch
"HP Elitebook 820 G3 Core I7 8GB RAM 256GB SSD 6th Generation, 2.6GHz Processor speed 12.5"" Ultraslim windows 10 Pro Refurbished laptop","KSh 27,999",(0),computers-accessories,Local Dispatch
Magnetic Smart Tablet For Amazon Fire HD 10 2021 Case 11th Generation Funda For Fire HD 10 Plus 2021 HD10 Cover Auto Sleep Wake,"KSh 4,302",(0),computers-accessories,Oversea Shipment
Sony PS3 PAD DUALSHOCK 3 PLAYSTATION 3 DOUBLE SHOCK CONTROLLER PAD,"KSh 1,187",(0),computers-accessories,Local Dispatch
2.5&quot; HARD DISK EXTERNAL SATA CASING,KSh 599,(46),computers-accessories,Local Dispatch
"Lenovo Refurbished Yoga 11e , 11.6"" Touchscreen Intel Celeron - 128GB SSD- 4GB RAM,X360","KSh 11,250",(0),computers-accessories,Local Dispatch
Computers Accessories Mouse Pads Round Cute Cartoon Mouse Pad Game Pad Desk Pad Mouse Pad,KSh 269,(0),computers-accessories,Fulfilled By Kilimall
Sony PS2 Gaming Controller Pad,KSh 850,(4),computers-accessories,Local Dispatch
"(NEW YEAR SALE!)  Hp EliteBook 830 G5 |8th Generation |- Intel Core i5 - 8GB RAM |256GB SSD Storage| 13.3"" Laptop Computer - Windows 10 and Microsoft Office 2019 Notebook Silver with 6 Months Warranty","KSh 28,799",(7),computers-accessories,Local Dispatch
Bluetooth 5.0 Receiver Transmitter FM Stereo AUX 3.5mm Jack RCA Optical Wireless Handsfree Call NFC,"KSh 2,999",(8),computers-accessories,Oversea Shipment
"[Core i5+8gb+256gb+14''] Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14""  Backlit Keyboard Notebook Laptop Computer Windows 11 Office","KSh 21,299",(1),computers-accessories,Local Dispatch
(DUO DUO)-Flip Leather Cards Solt Wallet Book Case for Samsung Galaxy Tab S8 X700 X706 /S7 2020 T870 T875 Tablet Cover,"KSh 1,800",(0),computers-accessories,Oversea Shipment
Modio 6000mAH RAM 8GB/ ROM 512GB 10inch Android 11 Dual SIM CARD SLOT 5G TABLET PC Front 5PM Rear 13PM Android 12,"KSh 14,999",(0),computers-accessories,Local Dispatch
"(NEW YEAR SALE!)  Refurbished Hp EliteBook Folio 9470 Core I5 8GB RAM| 500GB HDD,14 ""Inch Display ,5th Generation ,Refurbished Laptop, Silver, Windows 10 Pro MS Office 2019 Silver 6 Months Warranty","KSh 18,999",(0),computers-accessories,Local Dispatch
UCOM Game Pad - Dual Vibration USB For PC &amp; Laptop,KSh 650,(77),computers-accessories,Local Dispatch
2pcs TP-008A 500W Universal Tweeters Mini Style Multipurpose Computer Speakers Car DC 12V Music Loudspeaker Horn Adjustable Audio Sound,KSh 924,(8),computers-accessories,Local Dispatch
Universal Notebook Laptop DC Power Charger Supply Adapter Tips Connector Jack to Plug Charging,KSh 901,(0),computers-accessories,Oversea Shipment
Portable Waterproof Laptop Case Notebook Sleeve 13.3 14 15 15.6 Inch For Macbook Air Pro Computer Bag HP Acer Xiaomi ASUS Lenovo,"KSh 2,299",(4),computers-accessories,Oversea Shipment
(Only Sticker) for PS4 Slim Console Body Sticker Skin Sticker Fashion Personality Cartoon Sticker Film,"KSh 1,959",(0),computers-accessories,Oversea Shipment
4G LTE Router USB 150Mbps Modem Stick Portable Wireless WiFi Adapter 4G Card Router for Home Office 4G USB Modem,"KSh 1,792",(0),computers-accessories,Oversea Shipment
[+2 Free OTG Adapters] Metal 32G 64G 128G 256G USB Flash Drives wholesale price flash disk pendrive pendrives flashdrive flashdisk flash drive flashdrives flashdisks flash disks pen drive pendrive,KSh 479,(2),computers-accessories,Oversea Shipment
"MATH LAPTOP SKIN/COVER/STICKER, for Laptop size 11"" 13.3"" 14"" 15"" 15.4"" 15.6 Universal Vinyl Skin Sticker Cover.",KSh 700,(1),computers-accessories,Local Dispatch
Sony laptop charger Sony 19.5V 4.7A  Laptop Adapter Charger,"KSh 1,200",(0),computers-accessories,Local Dispatch
